,rank,finalWorth,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,gender,birthDate
2398,2259,1200000000,Zan Shengda,60.0,China,Nantong,Diversified,Diversified,China,True,M,1963-04-02 00:00:00
2399,2259,1200000000,Zhang Xuezheng,47.0,China,Jiaxing,Telecom,Technology,China,True,M,1975-06-01 00:00:00
2400,2259,1200000000,Zhang Yin,66.0,China,Dongguan,Paper manufacturing,Manufacturing,China,True,F,1957-02-01 00:00:00
2401,2259,1200000000,Ning Zhao,56.0,China,Shanghai,Pharmaceuticals,Healthcare,United States,True,F,1967-01-01 00:00:00
2402,2259,1200000000,Zhou Wen & family,58.0,China,Shanghai,Chemicals,Manufacturing,China,True,M,1965-03-06 00:00:00
2403,2259,1200000000,Zhu Xingliang,63.0,China,Suzhou,Construction,Construction & Engineering,China,True,M,1959-05-01 00:00:00
2404,2405,1100000000,Hari Krishan Agarwal,66.0,India,Delhi,Sports shoes,Fashion & Retail,India,True,M,1956-04-05 00:00:00
2405,2405,1100000000,Farkhad Akhmedov,67.0,Russia,Moscow,Investments,Energy,Russia,True,M,1955-09-15 00:00:00
2406,2405,1100000000,Prem Kumar Arora,84.0,,,Pharmaceuticals,Healthcare,India,False,M,1938-09-11 00:00:00
2407,2405,1100000000,Joseph Bae,51.0,United States,New York,Private equity,Finance & Investments,United States,True,M,1972-01-12 00:00:00
2408,2405,1100000000,Abigail Bennett,42.0,United States,Rochester,Liquor,Food & Beverage,United States,False,F,1980-12-27 00:00:00
2409,2405,1100000000,Sara Blakely,52.0,United States,Atlanta,Spanx,Fashion & Retail,United States,True,F,1971-02-27 00:00:00
2410,2405,1100000000,Lloyd Blankfein,68.0,United States,New York,Banking,Finance & Investments,United States,True,M,1954-09-20 00:00:00
2411,2405,1100000000,Henadiy Boholyubov,61.0,Ukraine,Dnipro,"Banking, investments",Diversified,Ukraine,True,M,1962-01-01 00:00:00
2412,2405,1100000000,Stephane Bonvin,56.0,Switzerland,Lens,Real estate,Real Estate,Switzerland,True,M,1967-01-01 00:00:00
2413,2405,1100000000,Oleg Boyko,58.0,Switzerland,Lipperswil,Diversified,Diversified,Russia,True,M,1964-09-28 00:00:00
2414,2405,1100000000,Ryan Breslow,28.0,United States,Miami,E-commerce software,Technology,United States,True,M,1994-05-20 00:00:00
2415,2405,1100000000,Thomas Bruch,72.0,Germany,St. Wendel,Retail,Fashion & Retail,Germany,False,M,1950-04-25 00:00:00
2416,2405,1100000000,Marina Budiman,61.0,Indonesia,Jakarta,Data centers,Technology,Indonesia,True,F,1961-09-05 00:00:00
2417,2405,1100000000,Pradip Burman,80.0,India,Delhi,Consumer goods,Food & Beverage,India,False,M,1942-11-02 00:00:00
2418,2405,1100000000,Cai Hongbin,,China,Lianyungang,Pharmaceuticals,Healthcare,China,True,M,
2419,2405,1100000000,Cao Kejian,60.0,China,Quzhou,Air compressors,Manufacturing,China,True,M,1962-04-10 00:00:00
2420,2405,1100000000,Giuliana Caprotti,82.0,Italy,Milan,Supermarkets,Food & Beverage,Italy,False,F,1940-11-21 00:00:00
2421,2405,1100000000,Marina Caprotti,45.0,Italy,Milan,Supermarkets,Food & Beverage,Italy,False,F,1978-01-17 00:00:00
2422,2405,1100000000,Chang Jing,40.0,China,Beijing,Technology,Technology,China,True,M,1982-08-01 00:00:00
2423,2405,1100000000,Chen Baohua,61.0,China,Linhai,Pharmaceutical,Healthcare,China,True,M,1962-01-01 00:00:00
2424,2405,1100000000,Gang Chen,55.0,China,Guangzhou,Solar energy,Energy,China,True,M,1968-01-01 00:00:00
2425,2405,1100000000,Liying Chen,47.0,China,Shanghai,Package delivery,Logistics,China,True,F,1975-10-30 00:00:00
2426,2405,1100000000,Tony Chen,73.0,Taiwan,Taichung,Electronics,Technology,Taiwan,True,M,1949-07-01 00:00:00
2427,2405,1100000000,Chen Xueling,55.0,China,Shantou,Stationery,Manufacturing,China,True,F,1967-10-16 00:00:00
2428,2405,1100000000,Cheng Lili,58.0,China,Changzhou,Poultry breeding,Food & Beverage,China,True,M,1965-01-01 00:00:00
2429,2405,1100000000,Cho Jyh-jer,,,,Semiconductors,Technology,Taiwan,True,M,
2430,2405,1100000000,Weili Dai,61.0,United States,Las Vegas,Semiconductors,Technology,United States,True,F,1961-09-14 00:00:00
2431,2405,1100000000,Carmen Daurella Aguilera,,Spain,Barcelona,Coca-Cola bottler,Food & Beverage,Spain,False,F,
2432,2405,1100000000,Deng Yingzhong,72.0,China,Zhongshan,Paper,Manufacturing,China,True,M,1951-01-01 00:00:00
2433,2405,1100000000,Shlomo Eliahu,87.0,Israel,Tel Aviv,Insurance,Finance & Investments,Israel,True,M,1936-01-18 00:00:00
2434,2405,1100000000,Henry Engelhardt,65.0,United Kingdom,Cardiff,Insurance,Finance & Investments,United States,True,M,1958-01-17 00:00:00
2435,2405,1100000000,Gabriel Escarrer,88.0,Spain,Palma de Majorca,Hotels,Service,Spain,True,M,1935-03-02 00:00:00
2436,2405,1100000000,Daniel Feffer,63.0,Brazil,São Paulo,Pulp and paper,Manufacturing,Brazil,False,M,1959-10-28 00:00:00
2437,2405,1100000000,Ruben Feffer,53.0,Brazil,São Paulo,Pulp and paper,Manufacturing,Brazil,False,M,
2438,2405,1100000000,Gleb Fetisov,56.0,Cyprus,Limassol,Investments,Telecom,Russia,True,M,1966-06-05 00:00:00
2439,2405,1100000000,Paul Fireman,79.0,United States,Brookline,Reebok,Fashion & Retail,United States,True,M,1944-02-14 00:00:00
2440,2405,1100000000,Robert Fisher,69.0,United States,San Francisco,Gap,Fashion & Retail,United States,False,M,1953-08-01 00:00:00
2441,2405,1100000000,Bernd Freier,66.0,Germany,Rottendorf,Fashion retail,Fashion & Retail,Germany,True,M,1957-01-01 00:00:00
2442,2405,1100000000,Donald Friese,82.0,United States,Los Angeles,Manufacturing,Manufacturing,United States,True,M,1940-10-03 00:00:00
2443,2405,1100000000,Gan Zhongru,74.0,China,Beijing,Pharmaceuticals,Healthcare,China,True,M,1948-07-01 00:00:00
2444,2405,1100000000,Rahul Gautam,70.0,India,Delhi,Mattresses,Fashion & Retail,India,False,M,1952-11-18 00:00:00
2445,2405,1100000000,David Golub,60.0,United States,New York,Private equity,Finance & Investments,United States,True,M,1962-04-16 00:00:00
2446,2405,1100000000,Pavel Golubkov,47.0,Russia,Moscow,"Building, development",Real Estate,Russia,True,M,1976-03-13 00:00:00
2447,2405,1100000000,Cristina Green,,United Kingdom,London,Fashion retail,Fashion & Retail,United Kingdom,True,F,
2448,2405,1100000000,Philip Green,,United Kingdom,London,Fashion retail,Fashion & Retail,United Kingdom,True,M,
2449,2405,1100000000,Said Gutseriev,34.0,United Kingdom,London,"Retail, investments",Energy,Russia,False,M,1988-04-18 00:00:00
2450,2405,1100000000,Polys Haji-Ioannou,63.0,Monaco,Monaco,EasyJet,Service,Cyprus,False,M,1960-01-11 00:00:00
2451,2405,1100000000,He Zuxun,57.0,China,Kunming,Pig breeding,Food & Beverage,China,True,M,1965-10-28 00:00:00
2452,2405,1100000000,Christian Herz,,Germany,Hamburg,Coffee,Finance & Investments,Germany,False,M,
2453,2405,1100000000,Michaela Herz,,Germany,Hamburg,Coffee,Finance & Investments,Germany,False,F,
2454,2405,1100000000,David Hindawi,78.0,United States,Seattle,Software,Technology,United States,True,M,1944-12-08 00:00:00
2455,2405,1100000000,Huang Shan,52.0,China,Shenzhen,Software,Technology,China,True,M,1970-08-09 00:00:00
2456,2405,1100000000,Huang Xiaofen & family,61.0,China,Shenzhen,Printed circuit boards,Technology,China,True,F,1962-01-01 00:00:00
2457,2405,1100000000,Hiroshi Ishibashi,76.0,Japan,Tokyo,Tires,Automotive,Japan,False,M,1946-08-01 00:00:00
2458,2405,1100000000,Masayuki Ishihara,74.0,Japan,Tokyo,Pachinko machines,Gambling & Casinos,Japan,False,M,1948-12-15 00:00:00
2459,2405,1100000000,Chatchai Kaewbootta,71.0,Thailand,Bangkok,Auto loans,Finance & Investments,Thailand,True,M,1951-07-05 00:00:00
2460,2405,1100000000,Nikhil Kamath,36.0,India,Bangalore,Financial services,Finance & Investments,India,True,M,1986-09-05 00:00:00
2461,2405,1100000000,Jonas Kamprad,57.0,United Kingdom,London,IKEA,Finance & Investments,Sweden,False,M,1966-03-04 00:00:00
2462,2405,1100000000,Mathias Kamprad,53.0,United Kingdom,London,IKEA,Finance & Investments,Sweden,False,M,1969-06-27 00:00:00
2463,2405,1100000000,Peter Kamprad,59.0,Belgium,Tervuren,IKEA,Finance & Investments,Sweden,False,M,1964-03-29 00:00:00
2464,2405,1100000000,Fumio Kaneko,66.0,Japan,Kobe,Waste management,Service,Japan,True,M,1956-10-17 00:00:00
2465,2405,1100000000,Sunjay Kapur,51.0,India,Delhi,Auto parts,Automotive,United States,False,M,1971-10-15 00:00:00
2466,2405,1100000000,Ali Metin Kazanci,88.0,Turkey,Istanbul,Energy,Energy,Turkey,True,M,1934-08-30 00:00:00
2467,2405,1100000000,Kangbao Ke & family,60.0,China,Guangzhou,Retailing,Healthcare,China,True,M,1963-01-01 00:00:00
2468,2405,1100000000,Carsten Koerl,58.0,Switzerland,Zurich,Sports data,Sports,Germany,True,M,1964-11-27 00:00:00
2469,2405,1100000000,Koo Bon-sik,64.0,South Korea,Seoul,LG,Technology,South Korea,False,M,1958-06-28 00:00:00
2470,2405,1100000000,Andrei Kosogov,62.0,Russia,Moscow,Banking,Energy,Russia,True,M,1961-03-15 00:00:00
2471,2405,1100000000,Yogesh Kothari,74.0,India,Mumbai,Specialty chemicals,Manufacturing,India,True,M,1949-01-01 00:00:00
2472,2405,1100000000,Arvind Lal,73.0,India,Delhi,Medical diagnostics,Healthcare,India,False,M,1949-08-22 00:00:00
2473,2405,1100000000,Manuel Lao Hernández,78.0,Spain,Matadepera,Casinos,Gambling & Casinos,Spain,True,M,1944-06-10 00:00:00
2474,2405,1100000000,Lee Joong-keun,82.0,South Korea,Seoul,"Construction, real estate",Construction & Engineering,South Korea,True,M,1941-01-11 00:00:00
2475,2405,1100000000,Nancy Lerner,62.0,United States,Cleveland,"Banking, credit cards",Finance & Investments,United States,False,F,1960-05-11 00:00:00
2476,2405,1100000000,Norma Lerner,87.0,United States,Cleveland,Banking,Finance & Investments,United States,False,F,1936-03-28 00:00:00
2477,2405,1100000000,Randolph Lerner,61.0,United States,Cleveland,"Banking, credit cards",Finance & Investments,United States,False,M,1962-02-21 00:00:00
2478,2405,1100000000,Lin Zhijun,47.0,China,Xiamen,Medical devices,Healthcare,China,True,M,1975-09-01 00:00:00
2479,2405,1100000000,Lin Zhixiong & family,49.0,China,Xiamen,Medical devices,Healthcare,China,True,M,1973-07-01 00:00:00
2480,2405,1100000000,Jeffrey Lorberbaum,68.0,United States,Chattanooga,Flooring,Manufacturing,United States,False,M,1954-10-25 00:00:00
2481,2405,1100000000,Lu Rongfu,52.0,China,Xiamen,Telecommunication,Telecom,China,True,M,1971-01-01 00:00:00
2482,2405,1100000000,Lyu Yixiong,60.0,China,Shanghai,Cosmetics,Fashion & Retail,China,True,M,1963-01-01 00:00:00
2483,2405,1100000000,Soichiro Minami,46.0,Japan,Tokyo,Internet and software,Technology,Japan,True,M,1976-06-15 00:00:00
2484,2405,1100000000,Pawan Munjal,68.0,India,Delhi,Two wheelers,Automotive,India,False,M,1954-10-28 00:00:00
2485,2405,1100000000,Renu Munjal,68.0,India,Delhi,Two wheelers,Automotive,India,False,F,1955-03-06 00:00:00
2486,2405,1100000000,Suman Munjal,70.0,India,Delhi,Motorcycles,Automotive,India,False,M,1953-02-26 00:00:00
2487,2405,1100000000,Dmitry Nikolaev,56.0,Russia,Kemerovo,Coal,Energy,Russia,True,M,1966-08-17 00:00:00
2488,2405,1100000000,Sjamsul Nursalim,81.0,Singapore,Singapore,"Tires, retail",Automotive,Indonesia,False,M,1942-01-19 00:00:00
2489,2405,1100000000,Adrian Paval,54.0,Romania,Bacau,Retail,Fashion & Retail,Romania,True,M,1968-09-23 00:00:00
2490,2405,1100000000,Antonio Percassi,69.0,Italy,Bergamo,"Real estate, diversified",Diversified,Italy,True,M,1953-06-09 00:00:00
2491,2405,1100000000,Kevin Plank,50.0,United States,Lutherville-Timonium,Under Armour,Fashion & Retail,United States,True,M,1972-08-13 00:00:00
2492,2405,1100000000,G.V. Prasad,62.0,India,Hyderabad,Pharmaceuticals,Healthcare,India,False,M,1960-11-22 00:00:00
2493,2405,1100000000,Pu Zhongjie & family,60.0,China,Beijing,Medical equipment,Healthcare,China,True,M,1963-01-01 00:00:00
2494,2405,1100000000,Rao Wei & family,58.0,China,Shenzhen,Pharmaceuticals,Healthcare,China,True,M,1964-11-12 00:00:00
2495,2405,1100000000,Helena Revoredo,76.0,Spain,Madrid,Security services,Service,Spain,False,F,1947-02-10 00:00:00
2496,2405,1100000000,Matthew Roszak,50.0,United States,Chicago,Cryptocurrency,Finance & Investments,United States,True,M,1972-12-09 00:00:00
2497,2405,1100000000,Paul Sciarra,42.0,United States,San Francisco,Pinterest,Technology,United States,True,M,1981-02-15 00:00:00
2498,2405,1100000000,Rajesh Sharma,53.0,India,Mumbai,Finance,Finance & Investments,India,False,M,1970-02-25 00:00:00
2499,2405,1100000000,Dean Solon,58.0,United States,Gallatin,Solar systems,Energy,United States,True,M,1965-01-01 00:00:00
2500,2405,1100000000,Michael Spencer,67.0,United Kingdom,"London, Suffolk",Stock exchange,Finance & Investments,United Kingdom,True,M,1955-05-30 00:00:00
2501,2405,1100000000,Joseph Steinberg,79.0,United States,New York,Investments,Finance & Investments,United States,True,M,1944-02-05 00:00:00
2502,2405,1100000000,Zachary Stern,41.0,United States,Jackson,Liquor,Food & Beverage,United States,False,M,1982-01-09 00:00:00
2503,2405,1100000000,Manny Stul,73.0,Australia,Melbourne,Toys,Manufacturing,Australia,True,M,1949-05-09 00:00:00
2504,2405,1100000000,Sun Hongjun,49.0,China,Shanghai,Semiconductors,Technology,China,True,M,1973-07-01 00:00:00
2505,2405,1100000000,Sun Weijie,59.0,China,Yantai,Oilfield equipment,Manufacturing,China,True,M,1963-07-26 00:00:00
2506,2405,1100000000,Sehat Sutardja,61.0,United States,Las Vegas,Semiconductors,Technology,United States,True,M,1961-07-09 00:00:00
2507,2405,1100000000,Min-Liang Tan,45.0,Singapore,Singapore,gaming,Media & Entertainment,Singapore,True,M,1977-11-05 00:00:00
2508,2405,1100000000,Tan Yu Yeh,52.0,Malaysia,Selangor,Retail,Fashion & Retail,Malaysia,True,M,1971-01-01 00:00:00
2509,2405,1100000000,Tang Aoqi & family,77.0,China,Changzhou,Auto parts,Automotive,China,True,M,1945-04-11 00:00:00
2510,2405,1100000000,Vonnarat Tangkaravakoon,51.0,Thailand,Bangkok,"Wire & cables, paints",Manufacturing,Thailand,False,M,1971-09-11 00:00:00
2511,2405,1100000000,Tsao Ter-fung,76.0,Taiwan,Taipei,Food,Food & Beverage,Taiwan,True,M,1947-01-01 00:00:00
2512,2405,1100000000,Tung Ching Sai,58.0,China,Dongguan,Manufacturing,Manufacturing,China,True,M,1965-01-01 00:00:00
2513,2405,1100000000,Arkady Volozh,59.0,Israel,Tel Aviv,Search engine,Technology,Russia,True,M,1964-02-11 00:00:00
2514,2405,1100000000,Peter-Alexander Wacker,71.0,Germany,Starnberg,Chemicals,Manufacturing,Germany,False,M,1951-10-02 00:00:00
2515,2405,1100000000,Wan Long,82.0,China,Luohe,Food,Food & Beverage,China,True,M,1940-09-01 00:00:00
2516,2405,1100000000,Wang Han,35.0,China,Shanghai,Airline,Diversified,China,False,M,1987-08-01 00:00:00
2517,2405,1100000000,Lars Wingefors,46.0,Sweden,Karlstad,Video games,Media & Entertainment,Sweden,True,M,1977-04-02 00:00:00
2518,2405,1100000000,Allan Wong,73.0,Hong Kong,Hong Kong,Electronics,Manufacturing,Hong Kong,True,M,1950-04-01 00:00:00
2519,2405,1100000000,Tiger Woods,47.0,United States,Jupiter Island,Golf,Sports,United States,True,M,1975-12-30 00:00:00
2520,2405,1100000000,Horst Wortmann,81.0,Germany,Detmold,Footwear,Fashion & Retail,Germany,True,M,1941-05-08 00:00:00
2521,2405,1100000000,Wu Kaiting,53.0,China,Xiamen,Electronics,Telecom,Hong Kong,True,M,1969-12-01 00:00:00
2522,2405,1100000000,Wu Li-gann,82.0,Taiwan,Kaohsiung,Electronic components,Manufacturing,Taiwan,True,M,1941-01-01 00:00:00
2523,2405,1100000000,Wu Xiangdong,54.0,China,Beijing,Consumer,Food & Beverage,China,True,M,1969-01-01 00:00:00
2524,2405,1100000000,Xiu Laigui,68.0,China,Tonghua,Pharmaceuticals,Healthcare,China,True,M,1954-07-01 00:00:00
2525,2405,1100000000,Xu Jiangnan,61.0,China,Leping,Vitamins,Healthcare,China,True,M,1962-01-01 00:00:00
2526,2405,1100000000,Xue Jiping,72.0,China,Nantong,Cable,Telecom,China,True,M,1951-01-01 00:00:00
2527,2405,1100000000,Yao Hsiao Tung,83.0,Singapore,Singapore,Manufacturing,Manufacturing,Singapore,True,M,1940-01-01 00:00:00
2528,2405,1100000000,Ye Qiongjiu,68.0,China,Hangzhou,Software,Technology,China,True,F,1954-10-14 00:00:00
2529,2405,1100000000,Yanqiao Ye,53.0,China,Foshan,Soy sauce,Food & Beverage,China,True,M,1969-10-01 00:00:00
2530,2405,1100000000,Yeh Kuo-I,81.0,,,Manufacturing,Manufacturing,Taiwan,True,M,1941-04-21 00:00:00
2531,2405,1100000000,Yu Faxiang,51.0,China,Shaoxing,"Tourism, cultural industry",Media & Entertainment,China,True,M,1971-10-07 00:00:00
2532,2405,1100000000,Zeng Chaolin,40.0,China,Yongzhou,Aluminium,Metals & Mining,China,False,M,1982-08-01 00:00:00
2533,2405,1100000000,Kapeng Zhang,58.0,China,Linhai,Building materials,Construction & Engineering,China,True,M,1965-01-01 00:00:00
2534,2405,1100000000,Zhang Xuansong,51.0,China,Fuzhou,Supermarkets,Fashion & Retail,China,True,M,1971-10-09 00:00:00
2535,2405,1100000000,Zhang Xuewu,48.0,China,Changsha,Snacks,Food & Beverage,China,True,M,1974-08-19 00:00:00
2536,2405,1100000000,Zhu Yiming,50.0,China,Beijing,Semiconductors,Technology,China,True,M,1972-07-01 00:00:00
2537,2405,1100000000,Zhu Zhaojiang,49.0,China,Shenzhen,Smartphones,Manufacturing,China,True,M,1974-01-01 00:00:00
2538,2405,1100000000,Zhuo Jun,57.0,Hong Kong,Hong Kong,Printed circuit boards,Manufacturing,Hong Kong,False,F,1966-01-01 00:00:00
2539,2540,1000000000,Manohar Lal Agarwal,68.0,India,Delhi,Snacks,Food & Beverage,India,False,M,1954-10-30 00:00:00
2540,2540,1000000000,Christian Angermayer,44.0,United Kingdom,London,Investments,Finance & Investments,Germany,True,M,1978-04-26 00:00:00
2541,2540,1000000000,Ryuji Arai,76.0,Japan,Tokyo,Retail,Fashion & Retail,Japan,True,M,1946-05-28 00:00:00
2542,2540,1000000000,Anna Maria Braun,44.0,Germany,Melsungen,Medical technology,Healthcare,Germany,False,F,1979-01-01 00:00:00
2543,2540,1000000000,Johanna Braun,43.0,Germany,Melsungen,Medical technology,Healthcare,Germany,False,F,1980-01-01 00:00:00
2544,2540,1000000000,Karl Friedrich Braun,40.0,Germany,Melsungen,Medical technology,Healthcare,Germany,False,M,1983-01-01 00:00:00
2545,2540,1000000000,Ludwig Theodor Braun,33.0,Germany,Melsungen,Medical technology,Healthcare,Germany,False,M,1990-01-01 00:00:00
2546,2540,1000000000,Ana Maria Brescia Cafferata,98.0,Peru,Lima,"Mining, banking",Diversified,Peru,False,F,1924-04-19 00:00:00
2547,2540,1000000000,Jimmy Buffett,76.0,United States,Palm Beach,"Entertainment, Margaritaville",Media & Entertainment,United States,True,M,1946-12-25 00:00:00
2548,2540,1000000000,Hideyuki Busujima,70.0,Japan,Tokyo,Pachinko machines,Gambling & Casinos,Japan,False,M,1952-09-30 00:00:00
2549,2540,1000000000,Edouard Carmignac,75.0,France,Paris,Asset management,Finance & Investments,France,True,M,1947-09-04 00:00:00
2550,2540,1000000000,Chang Kuo-Ming,,Taiwan,Taipei,Transportation,Logistics,Taiwan,False,M,
2551,2540,1000000000,Chen Jiancheng,64.0,China,Shangyu,Manufacturing,Manufacturing,China,True,M,1959-01-13 00:00:00
2552,2540,1000000000,Rui Chen,45.0,China,Shanghai,Online entertainment,Media & Entertainment,China,True,M,1978-01-01 00:00:00
2553,2540,1000000000,Chen Shiliang,59.0,China,Tongxiang,Polyester,Manufacturing,China,True,M,1963-12-01 00:00:00
2554,2540,1000000000,Tianqiao Chen,49.0,United States,Atherton,Online games,Technology,China,True,M,1973-05-16 00:00:00
2555,2540,1000000000,Yuantai Chen,55.0,China,Ningde,Batteries,Energy,China,True,M,1968-03-01 00:00:00
2556,2540,1000000000,Cheng Antares,65.0,Hong Kong,Hong Kong,Liquor,Food & Beverage,Hong Kong,True,M,1957-11-01 00:00:00
2557,2540,1000000000,Kochouseph Chittilappilly,72.0,India,Kochi,Electrical appliances,Manufacturing,India,True,M,1950-12-27 00:00:00
2558,2540,1000000000,John Christodoulou,57.0,Monaco,Monaco,Real estate,Real Estate,United Kingdom,True,M,1965-05-24 00:00:00
2559,2540,1000000000,Pollyanna Chu,64.0,Hong Kong,Hong Kong,"Financial services, property",Finance & Investments,Hong Kong,True,F,1958-08-03 00:00:00
2560,2540,1000000000,Turgay Ciner,67.0,Turkey,Istanbul,Diversified,Diversified,Turkey,True,M,1956-03-01 00:00:00
2561,2540,1000000000,Benoit Dageville,56.0,United States,San Carlos,Software,Technology,United States,True,M,1966-06-29 00:00:00
