,rank,finalWorth,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,gender,birthDate,hdi_rank_2021,hdi,life_expectancy,expected_years_schooling,mean_years_schooling,gni_per_capita,hdi_tier,gdp_2022,tax_rev_2021,edu_primary_2022,edu_tertiary_2022
2223,2133,1300000000,Zeng Chaoyi,54.0,China,Changsha,Aluminum products,Manufacturing,China,True,M,1969-04-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2224,2133,1300000000,Peng Zhao,52.0,China,Beijing,Online recruitment,Service,China,True,M,1971-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2225,2133,1300000000,Zhao Tongtong,56.0,"Hong Kong, China (SAR)",Hong Kong,Hotels,Service,Canada,True,F,1967-01-01 00:00:00,4.0,0.952,85.5,17.3,12.2,62607.0,Very high,359838598806.091,,103.451057434082,104.223243713379
2226,2133,1300000000,Kostyantin Zhevago,49.0,Ukraine,Kiev,Mining,Metals & Mining,Ukraine,True,M,1974-01-07 00:00:00,77.0,0.773,71.6,15.0,11.1,13256.0,High,160502739236.097,19.0823227721039,92.7711639404297,70.721321105957
2227,2133,1300000000,Zong Yanmin,,China,Jinan,Semiconductor materials,Manufacturing,China,True,M,,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2228,2259,1200000000,Sanjay Agarwal,52.0,India,Jaipur,Banking,Finance & Investments,India,True,M,1970-09-08 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
2229,2259,1200000000,Hamad bin Jassim bin Jaber Al Thani,63.0,Qatar,Doha,Investments,Finance & Investments,Qatar,False,M,1959-10-01 00:00:00,42.0,0.855,79.3,12.6,10.0,87134.0,Very high,237295575171.103,,102.090957641602,35.0854911804199
2230,2259,1200000000,Joao Alves de Queiroz Filho,70.0,Brazil,São Paulo,Pharmaceuticals,Diversified,Brazil,True,M,1953-01-01 00:00:00,87.0,0.754,72.8,15.6,8.1,14370.0,High,1920095560995.06,14.316847461319,103.4716796875,56.8306198120117
2231,2259,1200000000,Jose Maria Aristrain,60.0,Switzerland,Gstaad,Steel,Metals & Mining,Spain,False,M,1962-11-02 00:00:00,1.0,0.962,84.0,16.5,13.9,66933.0,Very high,807706035351.75,10.2546515115504,101.478240966797,71.893928527832
2232,2259,1200000000,Michael Arougheti,50.0,United States,Nyack,Finance,Finance & Investments,United States,True,M,1972-10-10 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2233,2259,1200000000,Tope Awotona,41.0,United States,Atlanta,Software,Technology,United States,True,M,1981-04-22 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2234,2259,1200000000,Mehmet Aydinlar,66.0,Türkiye,Istanbul,Hospitals,Healthcare,Turkey,True,M,1956-07-27 00:00:00,48.0,0.838,76.0,18.3,8.6,31033.0,Very high,905987824096.127,17.8817572111649,102.596397399902,125.763786315918
2235,2259,1200000000,Danna Azrieli,55.0,Israel,Herzliya,Real estate,Real Estate,Israel,False,F,1967-06-03 00:00:00,22.0,0.919,82.3,16.1,13.3,41524.0,Very high,522033446211.625,24.6154201086698,96.2489776611328,58.9942817687988
2236,2259,1200000000,Naomi Azrieli,57.0,Canada,Toronto,Real estate,Real Estate,Canada,False,F,1965-09-26 00:00:00,15.0,0.936,82.7,16.4,13.8,46808.0,Very high,2139840023673.81,13.2594283273391,96.2922668457031,77.8016510009766
2237,2259,1200000000,Sharon Azrieli,62.0,Canada,Montreal,Real estate,Real Estate,Canada,False,F,1960-08-04 00:00:00,15.0,0.936,82.7,16.4,13.8,46808.0,Very high,2139840023673.81,13.2594283273391,96.2922668457031,77.8016510009766
2238,2259,1200000000,Bai Houshan,59.0,China,Ningbo,Lithium battery,Energy,China,True,M,1964-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2239,2259,1200000000,Thomas Bailey,86.0,United States,Aspen,Money management,Finance & Investments,United States,True,M,1937-01-01 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2240,2259,1200000000,Bernhard Braun-Luedicke,46.0,Germany,Melsungen,Medical technology,Healthcare,Germany,False,M,1977-01-01 00:00:00,9.0,0.942,80.6,17.0,14.1,54534.0,Very high,4072191736089.51,11.2252932602207,101.346549987793,75.6655426025391
2241,2259,1200000000,Eva Maria Braun-Luedicke,36.0,Germany,Melsungen,Medical technology,Healthcare,Germany,False,F,1987-01-01 00:00:00,9.0,0.942,80.6,17.0,14.1,54534.0,Very high,4072191736089.51,11.2252932602207,101.346549987793,75.6655426025391
2242,2259,1200000000,Friederike Braun-Luedicke,39.0,Germany,Melsungen,Medical technology,Healthcare,Germany,False,F,1984-01-01 00:00:00,9.0,0.942,80.6,17.0,14.1,54534.0,Very high,4072191736089.51,11.2252932602207,101.346549987793,75.6655426025391
2243,2259,1200000000,Jeffrey Cheah,78.0,Malaysia,Kuala Lumpur,"Property, healthcare",Real Estate,Malaysia,True,M,1945-03-30 00:00:00,62.0,0.803,74.9,13.3,10.6,26658.0,Very high,406305924656.071,11.2402377281295,97.7554931640625,40.2706604003906
2244,2259,1200000000,Chen Xianbao & family,63.0,China,Hefei,Food,Food & Beverage,China,True,M,1959-05-19 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2245,2259,1200000000,Cheng Xianfeng,54.0,China,Hefei,Pharmaceuticals,Healthcare,China,True,M,1968-12-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2246,2259,1200000000,Chung Yong-jin,54.0,Korea (Republic of),Seoul,Retail,Fashion & Retail,South Korea,False,M,1968-09-19 00:00:00,19.0,0.925,83.7,16.5,12.5,44501.0,Very high,1665245538594.96,16.803723607088,98.67578125,100.317680358887
2247,2259,1200000000,Darwin Deason,82.0,United States,Dallas,Software,Service,United States,True,M,1940-05-14 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2248,2259,1200000000,Diego Della Valle,69.0,Italy,Sant'' Elpidio A Mare,Shoes,Fashion & Retail,Italy,False,M,1953-12-30 00:00:00,30.0,0.895,82.9,16.2,10.7,42840.0,Very high,2010431598465.38,25.410541533435,101.617156982422,71.2871170043945
2249,2259,1200000000,Ashwin Desai,71.0,India,Surat,Specialty chemicals,Manufacturing,India,True,M,1951-09-18 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
2250,2259,1200000000,Richard Desmond,71.0,United Kingdom,London,Publishing,Media & Entertainment,United Kingdom,True,M,1951-12-08 00:00:00,18.0,0.929,80.7,17.3,13.4,45225.0,Very high,3070667732359.21,26.3806653552082,102.179847717285,77.0131607055664
2251,2259,1200000000,Ding Shui Po,52.0,China,Quanzhou,"Sneakers, sportswear",Fashion & Retail,China,False,M,1970-11-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2252,2259,1200000000,Sefik Yilmaz Dizdar,85.0,Türkiye,Istanbul,Fashion retail,Fashion & Retail,Turkey,True,M,1938-03-16 00:00:00,48.0,0.838,76.0,18.3,8.6,31033.0,Very high,905987824096.127,17.8817572111649,102.596397399902,125.763786315918
2253,2259,1200000000,Mathias Doepfner,60.0,Germany,Potsdam,Media,Media & Entertainment,Germany,False,M,1963-01-15 00:00:00,9.0,0.942,80.6,17.0,14.1,54534.0,Very high,4072191736089.51,11.2252932602207,101.346549987793,75.6655426025391
2254,2259,1200000000,Farhad Ebrahimi,84.0,United States,Denver,Solar panels,Manufacturing,United States,True,M,1939-01-01 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2255,2259,1200000000,Jose Roberto Ermirio de Moraes,65.0,Brazil,Sao Paulo,Diversified,Diversified,Brazil,False,M,1957-11-30 00:00:00,87.0,0.754,72.8,15.6,8.1,14370.0,High,1920095560995.06,14.316847461319,103.4716796875,56.8306198120117
2256,2259,1200000000,Jose Ermirio de Moraes Neto,70.0,Brazil,Sao Paulo,Diversified,Diversified,Brazil,False,M,1952-06-17 00:00:00,87.0,0.754,72.8,15.6,8.1,14370.0,High,1920095560995.06,14.316847461319,103.4716796875,56.8306198120117
2257,2259,1200000000,Fang Hongbo,56.0,China,Shunde,Home appliances,Manufacturing,China,True,M,1967-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2258,2259,1200000000,David Feffer,66.0,Brazil,São Paulo,Pulp and paper,Manufacturing,Brazil,False,M,1956-11-13 00:00:00,87.0,0.754,72.8,15.6,8.1,14370.0,High,1920095560995.06,14.316847461319,103.4716796875,56.8306198120117
2259,2259,1200000000,Zsolt Felcsuti,51.0,Hungary,,Manufacturing,Manufacturing,Hungary,True,M,1971-05-26 00:00:00,46.0,0.846,74.5,15.0,12.2,32789.0,Very high,178788572067.589,21.4632704691854,101.455070495605,56.5243492126465
2260,2259,1200000000,Ben Francis,30.0,United Kingdom,Birmingham,Fitness clothing,Fashion & Retail,United Kingdom,True,M,1992-06-04 00:00:00,18.0,0.929,80.7,17.3,13.4,45225.0,Very high,3070667732359.21,26.3806653552082,102.179847717285,77.0131607055664
2261,2259,1200000000,Gary Friedman,65.0,United States,Belvedere,Furniture retail,Fashion & Retail,United States,True,M,1957-08-06 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2262,2259,1200000000,Dan Gertler,49.0,Israel,Bnei Brak,Mining,Metals & Mining,Israel,False,M,1973-12-23 00:00:00,22.0,0.919,82.3,16.1,13.3,41524.0,Very high,522033446211.625,24.6154201086698,96.2489776611328,58.9942817687988
2263,2259,1200000000,Balkrishan Goenka,56.0,India,Mumbai,Textiles,Manufacturing,India,True,M,1966-08-15 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
2264,2259,1200000000,Lawrence Golub,63.0,United States,New York,Private equity,Finance & Investments,United States,True,M,1959-10-03 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2265,2259,1200000000,Saroj Rani Gupta,72.0,India,Delhi,Steel tubes,Manufacturing,India,True,F,1950-07-05 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
2266,2259,1200000000,Anthony Hall,67.0,Australia,Melbourne,Technology,Technology,Australia,True,M,1955-06-27 00:00:00,5.0,0.951,84.5,21.1,12.7,49238.0,Very high,1675418665067.09,23.1275046036399,99.9291534423828,112.688293457031
2267,2259,1200000000,Fahed Hariri,42.0,United Kingdom,London,"Construction, investments",Construction & Engineering,Lebanon,False,M,1980-12-29 00:00:00,18.0,0.929,80.7,17.3,13.4,45225.0,Very high,3070667732359.21,26.3806653552082,102.179847717285,77.0131607055664
2268,2259,1200000000,Richard Hayne,75.0,United States,Philadelphia,Urban Outfitters,Fashion & Retail,United States,True,M,1947-09-01 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2269,2259,1200000000,Michael Heine,73.0,Australia,Melbourne,Financial services,Finance & Investments,Australia,True,M,1949-11-01 00:00:00,5.0,0.951,84.5,21.1,12.7,49238.0,Very high,1675418665067.09,23.1275046036399,99.9291534423828,112.688293457031
2270,2259,1200000000,Orion Hindawi,43.0,United States,Seattle,Software,Technology,United States,True,M,1980-01-10 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2271,2259,1200000000,Lawrence Ho,46.0,"Hong Kong, China (SAR)",Hong Kong,Casinos,Gambling & Casinos,Hong Kong,False,M,1977-01-16 00:00:00,4.0,0.952,85.5,17.3,12.2,62607.0,Very high,359838598806.091,,103.451057434082,104.223243713379
2272,2259,1200000000,Huang Guanlin,58.0,China,Ningbo,"Textiles, apparel",Fashion & Retail,China,True,M,1965-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2273,2259,1200000000,Sam Hupert,68.0,Australia,Melbourne,Technology,Technology,Australia,True,M,1954-12-25 00:00:00,5.0,0.951,84.5,21.1,12.7,49238.0,Very high,1675418665067.09,23.1275046036399,99.9291534423828,112.688293457031
2274,2259,1200000000,Mohammed Ibrahim,76.0,United Kingdom,London,Communications,Telecom,United Kingdom,True,M,1946-05-03 00:00:00,18.0,0.929,80.7,17.3,13.4,45225.0,Very high,3070667732359.21,26.3806653552082,102.179847717285,77.0131607055664
2275,2259,1200000000,Shirley Kao,66.0,Taiwan,Tainan,Food & beverage retailing,Food & Beverage,Taiwan,False,F,1956-09-02 00:00:00,,,,,,,,,,,
2276,2259,1200000000,David Kaplan,55.0,United States,Los Angeles,Finance,Finance & Investments,United States,True,M,1967-08-29 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2277,2259,1200000000,Kim Kardashian,42.0,United States,Hidden Hills,"Shapewear, cosmetics, reality TV",Fashion & Retail,United States,True,F,1980-10-21 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2278,2259,1200000000,Ke Guihua,57.0,China,Shanghai,Auto parts,Manufacturing,China,True,M,1965-10-13 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2279,2259,1200000000,Ke Yunfeng & family,56.0,China,Guangzhou,Retailing,Healthcare,China,True,M,1967-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2280,2259,1200000000,Alexander Klyachin,55.0,Russian Federation,Moscow,Real estate,Real Estate,Russia,True,M,1967-05-18 00:00:00,52.0,0.822,69.4,15.8,12.8,27166.0,Very high,2240422438363.27,11.6475664289146,104.132827758789,83.3284912109375
2281,2259,1200000000,Christine Knauf,,Germany,Berlin,Building materials,Manufacturing,Germany,False,F,,9.0,0.942,80.6,17.0,14.1,54534.0,Very high,4072191736089.51,11.2252932602207,101.346549987793,75.6655426025391
2282,2259,1200000000,Karl Knauf,,Germany,Iphofen,Building materials,Manufacturing,Germany,False,M,,9.0,0.942,80.6,17.0,14.1,54534.0,Very high,4072191736089.51,11.2252932602207,101.346549987793,75.6655426025391
2283,2259,1200000000,Suresh Krishna,86.0,India,Chennai,Auto parts,Automotive,India,False,M,1936-12-24 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
2284,2259,1200000000,Guy Laliberté,63.0,Canada,Montreal,Cirque du Soleil,Media & Entertainment,Canada,True,M,1960-01-01 00:00:00,15.0,0.936,82.7,16.4,13.8,46808.0,Very high,2139840023673.81,13.2594283273391,96.2922668457031,77.8016510009766
2285,2259,1200000000,Lee Su-jin,45.0,Korea (Republic of),,Hospitality,Technology,South Korea,True,M,1978-02-01 00:00:00,19.0,0.925,83.7,16.5,12.5,44501.0,Very high,1665245538594.96,16.803723607088,98.67578125,100.317680358887
2286,2259,1200000000,Li Guoqing,53.0,China,Hangzhou,Petro Fibre,Manufacturing,China,True,M,1970-02-22 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2287,2259,1200000000,Li Li,59.0,China,Shenzhen,Pharmaceuticals,Healthcare,China,True,M,1964-02-09 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2288,2259,1200000000,Li Ruiqiang,43.0,China,Beijing,Medical services,Healthcare,China,True,M,1979-11-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2289,2259,1200000000,Zhen Li & family,59.0,China,Hefei,Lithium batteries,Manufacturing,China,True,M,1964-01-23 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2290,2259,1200000000,Guangwei Liang,59.0,China,Shenzhen,Conglomerate,Manufacturing,China,True,M,1963-09-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2291,2259,1200000000,Liu Ming Hui,60.0,"Hong Kong, China (SAR)",Hong Kong,Natural gas distribution,Energy,China,True,M,1963-01-01 00:00:00,4.0,0.952,85.5,17.3,12.2,62607.0,Very high,359838598806.091,,103.451057434082,104.223243713379
2292,2259,1200000000,Frederic Luddy,68.0,United States,San Diego,Software,Technology,United States,True,M,1954-11-24 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2293,2259,1200000000,"Cargill MacMillan, III.",63.0,United States,Boulder,Cargill,Food & Beverage,United States,False,M,1959-12-21 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2294,2259,1200000000,John MacMillan,73.0,United States,Plymouth,Cargill,Food & Beverage,United States,False,M,1949-09-20 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2295,2259,1200000000,Martha MacMillan,71.0,United States,Orono,Cargill,Food & Beverage,United States,False,F,1951-10-01 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2296,2259,1200000000,William MacMillan,68.0,United States,Englewood,Cargill,Food & Beverage,United States,False,M,1954-05-25 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2297,2259,1200000000,Keshub Mahindra,99.0,India,Mumbai,Diversified,Diversified,India,False,M,1923-10-09 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
2298,2259,1200000000,Mao Zhongwu,60.0,China,Changsha,Manufacturing,Manufacturing,China,True,M,1962-08-13 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2299,2259,1200000000,Jorge Mas,60.0,United States,Miami,Construction,Construction & Engineering,United States,False,M,1963-02-28 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2300,2259,1200000000,Lorinc Meszaros,57.0,Hungary,Felcsút,Diversified,Diversified,Hungary,True,M,1966-02-25 00:00:00,46.0,0.846,74.5,15.0,12.2,32789.0,Very high,178788572067.589,21.4632704691854,101.455070495605,56.5243492126465
2301,2259,1200000000,Jeffrey Michael & family,66.0,United States,Minnetonka,Data management,Technology,United States,True,M,1956-07-18 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2302,2259,1200000000,Alan Miller & family,85.0,United States,Lower Merion,Healthcare services,Healthcare,United States,True,M,1937-08-17 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2303,2259,1200000000,Neide Helena de Moraes,68.0,Brazil,Sao Paulo,Diversified,Diversified,Brazil,False,F,1955-02-15 00:00:00,87.0,0.754,72.8,15.6,8.1,14370.0,High,1920095560995.06,14.316847461319,103.4716796875,56.8306198120117
2304,2259,1200000000,Scott Nuttall,50.0,United States,New York,Private equity,Finance & Investments,United States,True,M,1972-11-25 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2305,2259,1200000000,Axel Oberwelland & family,56.0,Germany,Berlin,Candy,Food & Beverage,Germany,False,M,1967-01-01 00:00:00,9.0,0.942,80.6,17.0,14.1,54534.0,Very high,4072191736089.51,11.2252932602207,101.346549987793,75.6655426025391
2306,2259,1200000000,Jonathan Oringer,48.0,United States,Miami Beach,Stock photos,Technology,United States,True,M,1974-05-02 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2307,2259,1200000000,Vitaly Orlov,58.0,Russian Federation,Murmansk,Fisheries,Food & Beverage,Russia,True,M,1965-01-01 00:00:00,52.0,0.822,69.4,15.8,12.8,27166.0,Very high,2240422438363.27,11.6475664289146,104.132827758789,83.3284912109375
